id,type,chapter,section,question,choices,answer,explanation,tags,source_file,images,reference
qa-0645,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,縦隔気腫はX線で約何%が診断できないか？,"{""a"": ""約30%"", ""b"": ""約5%"", ""c"": ""約60%"", ""d"": ""約90%""}","[""a""]","縦隔気腫はX線で約30%が診断できず、CTが必要となる。

【AI解説】
【結論】縦隔気腫はX線で約30%が診断できず、CTが必要となる。
【選択肢の解説】
⭕「約30%」：正しい。
❌「約5%」：誤り。
❌「約60%」：誤り。
❌「約90%」：誤り。
【関連知識】CTは少量の縦隔内ガスの検出に優れ、原因検索（食道破裂や気道損傷の有無）にも有用である。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 2, ""image"": ""assets/reference_pages/k5_p002.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=2"", ""highlights"": [{""x"": 0.5195, ""y"": 0.9269, ""w"": 0.3752, ""h"": 0.0183}]}"
qa-0646,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,特発性縦隔気腫の好発体型・性別は？,"{""a"": ""やせ型の若年男性"", ""b"": ""肥満型の若年男性"", ""c"": ""やせ型の若年女性"", ""d"": ""高齢男性""}","[""a""]","特発性縦隔気腫はやせ型の若年男性に好発する。

【AI解説】
【結論】特発性縦隔気腫はやせ型の若年男性に好発する。
【関連知識】咳嗽・嘔吐・喘息発作などのtriggering eventや糖尿病性ケトアシドーシスに合併しうる。
【選択肢の解説】
⭕「やせ型の若年男性」：正しい。
❌「肥満型の若年男性」：誤り。
❌「やせ型の若年女性」：誤り。
❌「高齢男性」：誤り。
【関連知識】自然気胸と同様の体型的背景をもつ。予後良好で保存的に軽快することが多く、食事も早期に再開できる。確定診断に気管支鏡は不要で、まず食道破裂などの二次性原因を除外する。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 3, ""image"": ""assets/reference_pages/k5_p003.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=3"", ""highlights"": [{""x"": 0.1192, ""y"": 0.0865, ""w"": 0.3766, ""h"": 0.0198}]}"
qa-0647,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,嘔吐に伴う特発性食道破裂の名称は？,"{""a"": ""Boerhaave症候群"", ""b"": ""Mallory-Weiss症候群"", ""c"": ""Plummer-Vinson症候群"", ""d"": ""Zenker憩室""}","[""a""]","嘔吐に伴う特発性食道破裂はBoerhaave症候群。

【AI解説】
【結論】嘔吐に伴う特発性食道破裂はBoerhaave症候群。
【関連知識】下部食道左後壁に多く、縦隔炎・縦隔気腫を合併し致死的。
【選択肢の解説】
⭕「Boerhaave症候群」：正しい。嘔吐に伴う食道内圧上昇により全層性に破裂する。
❌「Mallory-Weiss症候群」：誤り。粘膜裂傷による吐血で、全層破裂ではない。
❌「Plummer-Vinson症候群」：誤り。鉄欠乏性貧血に伴う嚥下障害である。
❌「Zenker憩室」：誤り。咽頭食道憩室である。
【関連知識】下部食道の左後壁に好発し、縦隔気腫・縦隔炎・膿胸をきたし致死率が高い。胸痛・皮下気腫・嘔吐がMackler三徴である。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 3, ""image"": ""assets/reference_pages/k5_p003.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=3"", ""highlights"": [{""x"": 0.5391, ""y"": 0.1744, ""w"": 0.3933, ""h"": 0.0212}]}"
qa-0648,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,胸腺腫に最も多く合併する腫瘍随伴症候群は？,"{""a"": ""重症筋無力症（30〜50%）"", ""b"": ""赤芽球癆"", ""c"": ""低γグロブリン血症"", ""d"": ""SIADH""}","[""a""]","胸腺腫に最も多く合併する腫瘍随伴症候群は重症筋無力症(30〜50%)。

【AI解説】
【結論】胸腺腫に最も多く合併する腫瘍随伴症候群は重症筋無力症（約30〜50%）。
【選択肢の解説】
⭕「重症筋無力症（30〜50%）」：正しい。
❌「赤芽球癆」：誤り。合併するがまれである。
❌「低γグロブリン血症」：誤り。Good症候群として知られるがまれである。
❌「SIADH」：誤り。小細胞肺癌に合併する。
【関連知識】重症筋無力症患者のうち胸腺腫を合併するのは10〜20%程度である。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 4, ""image"": ""assets/reference_pages/k5_p004.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=4"", ""highlights"": [{""x"": 0.2015, ""y"": 0.832, ""w"": 0.1262, ""h"": 0.0222}]}"
qa-0649,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,胸腺腫に合併する自己免疫（関連）病態を2つ選べ。,"{""a"": ""低γグロブリン血症・赤芽球癆（Good症候群）"", ""b"": ""重症筋無力症（30〜50%に合併）"", ""c"": ""Klinefelter症候群"", ""d"": ""放射線治療（化学療法に劣る）""}","[""a"", ""b""]","胸腺腫には重症筋無力症（30〜50%に合併）のほか、低γグロブリン血症（Good症候群）や赤芽球癆も合併する。

【AI解説】
【結論】正答：低γグロブリン血症・赤芽球癆（Good症候群）／重症筋無力症。
【選択肢の解説】
⭕「低γグロブリン血症・赤芽球癆（Good症候群）」：正しい。胸腺腫に合併する。
⭕「重症筋無力症（30〜50%に合併）」：正しい。最も多い随伴症候群。
❌「Klinefelter症候群」：誤り。縦隔原発非セミノーマと関連する。
❌「放射線治療（化学療法に劣る）」：誤り（病態ではない）。
【関連知識】Good症候群＝胸腺腫＋低γグロブリン血症で易感染性をきたす。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 4, ""image"": ""assets/reference_pages/k5_p004.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=4"", ""highlights"": [{""x"": 0.0669, ""y"": 0.9269, ""w"": 0.3926, ""h"": 0.0203}]}"
qa-0650,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,全身型重症筋無力症の治療の基本は？,"{""a"": ""胸腺切除"", ""b"": ""抗コリンエステラーゼ薬の単独投与"", ""c"": ""放射線照射"", ""d"": ""経過観察のみ""}","[""a""]","全身型重症筋無力症の治療の基本は胸腺切除。

【AI解説】
【結論】全身型重症筋無力症の治療の基本は胸腺切除。
【関連知識】抗コリンエステラーゼ薬・ステロイド・免疫抑制薬も併用する。
【選択肢の解説】
⭕「胸腺切除」：正しい。全身型では胸腺腫の有無にかかわらず胸腺摘出が治療の基本となる。
❌「抗コリンエステラーゼ薬の単独投与」：誤り。対症療法にとどまる。
❌「放射線照射」：誤り。
❌「経過観察のみ」：誤り。
【関連知識】抗MuSK抗体陽性例では胸腺摘出の有効性が示されておらず推奨されない。眼筋型では適応が限られる。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 4, ""image"": ""assets/reference_pages/k5_p004.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=4"", ""highlights"": [{""x"": 0.5056, ""y"": 0.3142, ""w"": 0.3919, ""h"": 0.0198}]}"
qa-0651,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,胸腺腫WHO分類で紡錘形上皮細胞由来の型は？,"{""a"": ""Type A"", ""b"": ""Type AB"", ""c"": ""Type B1"", ""d"": ""Type B2""}","[""a""]","胸腺腫WHO分類で紡錘形上皮細胞由来はType A。

【AI解説】
【結論】胸腺腫WHO分類で紡錘形〜卵円形上皮細胞由来はType A。
【関連知識】B型は類円形〜多角形上皮。B1はB3よりリンパ球が多い。C型は胸腺癌（現在は別疾患）。
【選択肢の解説】
⭕「Type A」：正しい。異型性に乏しい紡錘形〜卵円形の上皮細胞からなり、未熟T細胞が少ない。
❌「Type AB」：誤り。紡錘形上皮細胞に加えて未熟T細胞が多い。
❌「Type B1」：誤り。胸腺に似た構造で未熟T細胞が多く髄質分化を認める。
❌「Type B2」：誤り。多角・樹状の上皮細胞が増加する。
【関連知識】B1→B2→B3の順にリンパ球が減り上皮細胞が優位となる。2021年WHO分類では胸腺癌は別疾患として扱われ、Type Cの呼称は用いない。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 4, ""image"": ""assets/reference_pages/k5_p004.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=4"", ""highlights"": [{""x"": 0.069, ""y"": 0.8745, ""w"": 0.3905, ""h"": 0.0203}]}"
qa-0652,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,2021年WHO分類で、胸腺癌は胸腺腫に対してどう扱われるか？,"{""a"": ""別疾患（Type Cは用いない）"", ""b"": ""Type Cとして分類する"", ""c"": ""Type B3に含める"", ""d"": ""胸腺腫の一亜型とする""}","[""a""]","2021 WHO分類で胸腺癌は胸腺腫とは別疾患として扱われる(Type Cは用いない)。

【AI解説】
【結論】2021 WHO分類で胸腺癌は胸腺腫とは別疾患として扱われ、「Type C」は用いない。
【選択肢の解説】
⭕「別疾患（Type Cは用いない）」：正しい。2015年版以降、胸腺癌は胸腺腫とは独立した腫瘍として分類される。
❌「Type Cとして分類する」：誤り。1999年・2004年分類の古い呼称である。
❌「Type B3に含める」：誤り。
❌「胸腺腫の一亜型とする」：誤り。
【関連知識】胸腺癌は明らかな細胞異型を示し扁平上皮癌が最も多い。化学療法はカルボプラチン＋パクリタキセルが用いられる。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 4, ""image"": ""assets/reference_pages/k5_p004.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=4"", ""highlights"": [{""x"": 0.5028, ""y"": 0.8918, ""w"": 0.3975, ""h"": 0.0183}]}"
qa-0653,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,胸腺腫の臨床病期分類の名称は？,"{""a"": ""正岡分類"", ""b"": ""Ann Arbor分類"", ""c"": ""Dukes分類"", ""d"": ""Child-Pugh分類""}","[""a""]","胸腺腫の臨床病期分類は正岡分類。

【AI解説】
【結論】胸腺腫の臨床病期分類は正岡（Masaoka）分類。
【関連知識】I：被膜浸潤なし、IIA：顕微鏡的被膜浸潤、IIB：肉眼的脂肪/被膜浸潤、III：周囲臓器浸潤、IVA：胸膜心膜播種、IVB：リンパ・血行性転移。
【選択肢の解説】
⭕「正岡分類」：正しい。被膜浸潤と周囲臓器浸潤、播種・転移の有無で分類する。
❌「Ann Arbor分類」：誤り。悪性リンパ腫の病期分類である。
❌「Dukes分類」：誤り。大腸癌の分類である。
❌「Child-Pugh分類」：誤り。肝硬変の重症度分類である。
【関連知識】I期は被膜浸潤なし、II期は顕微鏡的被膜浸潤または肉眼的に周囲脂肪組織・縦隔胸膜へ浸潤、III期は心膜・大血管・肺への肉眼的浸潤、IVA期は胸膜・心膜播種、IVB期はリンパ行性・血行性転移である。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 5, ""image"": ""assets/reference_pages/k5_p005.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=5"", ""highlights"": [{""x"": 0.5662, ""y"": 0.3493, ""w"": 0.3145, ""h"": 0.0198}]}"
qa-0654,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,胸腺腫の治療の第一選択は？,"{""a"": ""外科的切除"", ""b"": ""化学療法"", ""c"": ""放射線療法"", ""d"": ""経過観察""}","[""a""]","胸腺腫の治療の第一選択は外科的切除。

【AI解説】
【結論】胸腺腫の治療の第一選択は外科的（完全）切除。
【選択肢の解説】
⭕「外科的切除」：正しい。完全切除が最も重要な予後因子である。
❌「化学療法」：誤り。切除不能例や術前導入で用いる。
❌「放射線療法」：誤り。不完全切除例の術後補助療法として用いる。
❌「経過観察」：誤り。
【関連知識】完全切除できなかったIII期には術後放射線療法を行う。切除不能例の化学療法はアンスラサイクリン系を含むレジメンを考慮する。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 5, ""image"": ""assets/reference_pages/k5_p005.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=5"", ""highlights"": [{""x"": 0.1185, ""y"": 0.4891, ""w"": 0.378, ""h"": 0.0198}]}"
qa-0655,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,胸腺腫で遠隔転移は多いか？,"{""a"": ""まれ（被膜を破る局所浸潤が主体）"", ""b"": ""多い（血行性に肝・骨へ転移）"", ""c"": ""多い（リンパ行性に広がる）"", ""d"": ""診断時すでに全身転移が多い""}","[""a""]","胸腺腫の遠隔転移はまれで、被膜を破る局所浸潤が主体。

【AI解説】
【結論】胸腺腫の遠隔転移はまれで、被膜を破る局所浸潤が主体。
【選択肢の解説】
⭕「まれ（被膜を破る局所浸潤が主体）」：正しい。
❌「多い（血行性に肝・骨へ転移）」：誤り。
❌「多い（リンパ行性に広がる）」：誤り。
❌「診断時すでに全身転移が多い」：誤り。
【関連知識】胸腔内の胸膜・心膜播種（IVA期）が進展形式として特徴的である。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 4, ""image"": ""assets/reference_pages/k5_p004.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=4"", ""highlights"": [{""x"": 0.0669, ""y"": 0.6117, ""w"": 0.2162, ""h"": 0.0208}]}"
qa-0656,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,性腺外胚細胞腫瘍の好発年齢・性別は？,"{""a"": ""20〜35歳の男性"", ""b"": ""20〜35歳の女性"", ""c"": ""60歳以上の男性"", ""d"": ""小児の女児""}","[""a""]","性腺外胚細胞腫瘍は20〜35歳の男性に好発する。

【AI解説】
【結論】性腺外（縦隔原発）胚細胞腫瘍は20〜35歳の男性に好発する。
【選択肢の解説】
⭕「20〜35歳の男性」：正しい。
❌「20〜35歳の女性」：誤り。悪性胚細胞腫瘍は男性に好発する。
❌「60歳以上の男性」：誤り。
❌「小児の女児」：誤り。
【関連知識】腫瘍マーカーとしてAFP・hCG・LDHを測定する。純粋セミノーマではAFPは上昇しない。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 6, ""image"": ""assets/reference_pages/k5_p006.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=6"", ""highlights"": [{""x"": 0.0662, ""y"": 0.3666, ""w"": 0.3919, ""h"": 0.0203}]}"
qa-0657,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,胚細胞腫瘍の腫瘍マーカーはどれか。3つ選べ。,"{""a"": ""AFP（α-フェトプロテイン）"", ""b"": ""hCG（ヒト絨毛性ゴナドトロピン）"", ""c"": ""LDH（乳酸脱水素酵素）"", ""d"": ""CEA"", ""e"": ""CA19-9"", ""f"": ""proGRP""}","[""a"", ""b"", ""c""]","胚細胞腫瘍の腫瘍マーカーはAFP・hCG・LDHの3つ。

【AI解説】
【結論】上昇するのは「AFP（α-フェトプロテイン）」「hCG（ヒト絨毛性ゴナドトロピン）」「LDH（乳酸脱水素酵素）」の3つ。診断・病期分類・予後予測・治療効果判定に用いる。
【選択肢の解説】
⭕「AFP（α-フェトプロテイン）」：正しい。卵黄嚢腫瘍や胎児性癌の成分を含む場合に上昇する。純粋な精上皮腫（セミノーマ）では上昇しない。
⭕「hCG（ヒト絨毛性ゴナドトロピン）」：正しい。絨毛癌で著明に上昇し、合胞体栄養膜細胞を含む精上皮腫でも軽度上昇する。
⭕「LDH（乳酸脱水素酵素）」：正しい。特異性は低いが腫瘍量や増殖速度を反映し、進行期の予後分類に用いられる。
❌「CEA」：誤り。大腸癌・胃癌・肺腺癌など上皮性腫瘍で上昇するマーカーである。
❌「CA19-9」：誤り。膵癌・胆道癌で高い特異性を示すマーカーである。
❌「proGRP」：誤り。小細胞肺癌や神経内分泌腫瘍で上昇するマーカーである。
【関連知識】前縦隔腫瘍の鑑別では、AFPやhCGの上昇は非セミノーマ性胚細胞腫瘍を示唆する。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 7, ""image"": ""assets/reference_pages/k5_p007.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=7"", ""highlights"": [{""x"": 0.2371, ""y"": 0.1176, ""w"": 0.5586, ""h"": 0.0178}]}"
qa-0658,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,AFPが上昇している場合の分類は？,"{""a"": ""非セミノーマ（成分ありとして）"", ""b"": ""純粋セミノーマ"", ""c"": ""良性成熟奇形腫"", ""d"": ""悪性リンパ腫""}","[""a""]","AFPが上昇している場合は非セミノーマ(成分あり)として分類される。

【AI解説】
【結論】AFPが上昇していれば非セミノーマ（成分あり）として分類する。
【選択肢の解説】
⭕「非セミノーマ（成分ありとして）」：正しい。組織学的にセミノーマにみえてもAFP上昇があれば非セミノーマとして治療する。
❌「純粋セミノーマ」：誤り。純粋セミノーマではAFPは上昇しない。
❌「良性成熟奇形腫」：誤り。マーカーは正常である。
❌「悪性リンパ腫」：誤り。
【関連知識】非セミノーマは絨毛癌・卵黄嚢腫瘍・胎児性癌・混合型に分けられる。hCGは絨毛癌で著明に上昇し、合胞体栄養膜細胞を含むセミノーマでも軽度上昇する。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 6, ""image"": ""assets/reference_pages/k5_p006.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=6"", ""highlights"": [{""x"": 0.0669, ""y"": 0.5771, ""w"": 0.394, ""h"": 0.0193}]}"
qa-0659,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,縦隔原発非セミノーマと関連する症候群は？,"{""a"": ""Klinefelter症候群"", ""b"": ""Turner症候群"", ""c"": ""Down症候群"", ""d"": ""Marfan症候群""}","[""a""]","縦隔原発非セミノーマはKlinefelter症候群と関連する。

【AI解説】
【結論】縦隔原発非セミノーマはKlinefelter症候群と関連する。
【選択肢の解説】
⭕「Klinefelter症候群」：正しい。47,XXYで縦隔原発の非セミノーマのリスクが高い。
❌「Turner症候群」：誤り。45,Xの女性である。
❌「Down症候群」：誤り。Morgagni孔ヘルニアとの関連が知られる。
❌「Marfan症候群」：誤り。漏斗胸や気胸との関連がある。
【関連知識】若年男性の前縦隔腫瘍で非セミノーマが疑われる場合は染色体検査を考慮する。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 6, ""image"": ""assets/reference_pages/k5_p006.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=6"", ""highlights"": [{""x"": 0.0662, ""y"": 0.6818, ""w"": 0.3947, ""h"": 0.0188}]}"
qa-0660,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,IGCCC分類で縦隔原発非セミノーマはどの群か？,"{""a"": ""予後不良群"", ""b"": ""予後良好群"", ""c"": ""予後中間群"", ""d"": ""分類対象外""}","[""a""]","IGCCC分類で縦隔原発非セミノーマはすべて予後不良群に該当する。

【AI解説】
【結論】IGCCC分類で縦隔原発非セミノーマはすべて予後不良群に該当する。
【選択肢の解説】
⭕「予後不良群」：正しい。縦隔原発というだけで、腫瘍マーカー値や転移の有無によらず予後不良群に分類される。
❌「予後良好群」：誤り。
❌「予後中間群」：誤り。
❌「分類対象外」：誤り。
【関連知識】治療はBEP療法（ブレオマイシン＋エトポシド＋シスプラチン）などプラチナ製剤を含む化学療法が基本で、化学療法後の残存腫瘍は外科的に切除する。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 6, ""image"": ""assets/reference_pages/k5_p006.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=6"", ""highlights"": [{""x"": 0.0662, ""y"": 0.6818, ""w"": 0.3947, ""h"": 0.0188}]}"
qa-0661,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,縦隔原発セミノーマ（予後良好群）に推奨される化学療法レジメンはどれか。,"{""a"": ""cisplatin＋etoposide＋bleomycin（BEP）療法3コース、またはcisplatin＋etoposide（EP）療法4コース"", ""b"": ""cisplatin＋etoposide＋ifosfamide（VIP）療法4コース"", ""c"": ""cisplatin＋vinblastine＋bleomycin（PVB）療法3コース"", ""d"": ""carboplatin＋paclitaxel（CBDCA＋PTX）療法"", ""e"": ""doxorubicin＋cisplatin＋vincristine＋cyclophosphamide（ADOC）療法""}","[""a""]","縦隔原発セミノーマの予後良好群には cisplatin＋etoposide＋bleomycin（BEP）療法3コース、または cisplatin＋etoposide（EP）療法4コースが推奨される。予後中間群ではBEP療法4コース。化学療法後に残存腫瘍が3cmを超える場合は摘出術を考慮する。VIP（ifosfamide含む）やPVBはサルベージ/旧世代の胚細胞腫瘍レジメン、CBDCA＋PTXは肺癌・卵巣癌など、ADOCは胸腺癌のレジメンであり、本症の標準ではない。

【AI解説】
【結論】正答：cisplatin＋etoposide＋bleomycin（BEP）3コース、またはcisplatin＋etoposide（EP）4コース。
【選択肢の解説】
⭕「BEP3コースまたはEP4コース」：正しい。予後良好群の標準。
❌「VIP療法4コース」：誤り。サルベージ/予後不良群向け。
❌「PVB療法3コース」：誤り。旧世代の胚細胞腫瘍レジメン。
❌「CBDCA＋PTX療法」：誤り。肺癌・卵巣癌などのレジメン。
❌「ADOC療法」：誤り。胸腺癌のレジメン。
【関連知識】予後中間群はBEP4コース。化療後の残存腫瘍が3cm超なら摘出を考慮する。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 6, ""image"": ""assets/reference_pages/k5_p006.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=6"", ""highlights"": [{""x"": 0.5028, ""y"": 0.7811, ""w"": 0.3947, ""h"": 0.1141}]}"
qa-0662,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,縦隔原発奇形腫の治療は？,"{""a"": ""マーカー正常なら切除のみ"", ""b"": ""化学療法が第一選択"", ""c"": ""放射線療法が第一選択"", ""d"": ""無治療経過観察""}","[""a""]","縦隔原発奇形腫はマーカー正常なら切除のみで治療する。

【AI解説】
【結論】縦隔原発奇形腫はマーカー正常なら切除のみで治療する。
【関連知識】成熟奇形腫は良性で化学療法は不要。
【選択肢の解説】
⭕「マーカー正常なら切除のみ」：正しい。成熟奇形腫は良性で完全切除により治癒する。
❌「化学療法が第一選択」：誤り。悪性胚細胞腫瘍の治療である。
❌「放射線療法が第一選択」：誤り。
❌「無治療経過観察」：誤り。増大や破裂のリスクがあり切除する。
【関連知識】AFPやhCGが上昇していれば未熟奇形腫や他の悪性成分の存在を疑い、化学療法を先行させる。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 6, ""image"": ""assets/reference_pages/k5_p006.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=6"", ""highlights"": [{""x"": 0.5056, ""y"": 0.6408, ""w"": 0.3926, ""h"": 0.0262}]}"
qa-0663,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,胚細胞腫瘍に有効でない治療法は？,"{""a"": ""放射線治療（化学療法に劣る）"", ""b"": ""シスプラチンを含む化学療法（BEP療法）"", ""c"": ""化学療法後の残存腫瘍の外科的切除"", ""d"": ""再発例への大量化学療法・自家末梢血幹細胞移植""}","[""a""]","胚細胞腫瘍に有効でない治療法は放射線治療(化学療法に劣る)。

【AI解説】
【結論】胚細胞腫瘍に有効でないのは放射線治療（化学療法に劣る）。
【関連知識】胚細胞腫瘍はプラチナ製剤を含む化学療法が著効する。
【選択肢の解説】
⭕「放射線治療（化学療法に劣る）」：正しい。
❌「シスプラチンを含む化学療法（BEP療法）」：誤り。第一選択である。
❌「化学療法後の残存腫瘍の外科的切除」：誤り。標準的な治療戦略である。
❌「再発例への大量化学療法・自家末梢血幹細胞移植」：誤り。救援療法として行われる。
【関連知識】精巣原発のセミノーマでは放射線感受性が高いが、縦隔原発では化学療法が中心である。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 6, ""image"": ""assets/reference_pages/k5_p006.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=6"", ""highlights"": [{""x"": 0.5028, ""y"": 0.746, ""w"": 0.3947, ""h"": 0.0267}]}"
qa-0664,mcq,各論Ⅴ 縦隔疾患,各論V 縦隔疾患,神経原性腫瘍が発生する縦隔区分は？,"{""a"": ""約90%が後縦隔"", ""b"": ""約90%が前縦隔"", ""c"": ""約90%が中縦隔"", ""d"": ""前・中・後で均等に分布""}","[""a""]","神経原性腫瘍は約90%が後縦隔に発生する。

【AI解説】
【結論】神経原性腫瘍は約90%が後縦隔に発生する。
【選択肢の解説】
⭕「約90%が後縦隔」：正しい。
❌「約90%が前縦隔」：誤り。胸腺腫や胚細胞腫瘍の好発部位である。
❌「約90%が中縦隔」：誤り。気管支原性嚢胞やリンパ節病変の部位である。
❌「前・中・後で均等に分布」：誤り。
【関連知識】肋間神経や交感神経幹に由来するものが多い。","[""各論Ⅴ"", ""各論Ⅴ 縦隔疾患"", ""一問一答"", ""語句MCQ化""]",各論V_縦隔疾患_問題集.docx,[],"{""title"": ""各論 V 縦隔疾患"", ""page"": 8, ""image"": ""assets/reference_pages/k5_p008.webp"", ""viewer"": ""reference-viewer.html?doc=k5&page=8"", ""highlights"": [{""x"": 0.083, ""y"": 0.2554, ""w"": 0.3801, ""h"": 0.0257}]}"
